co-founder1,co-founder2,organization name,country,google_search_query_founder1,google_search_query_founder2,co-founder1 linkedin profile,co-founder2 linkedin profile,co-founder1 cv,co-founder2 cv
Matthew Blom,Scott Thiel,Tokinvest,United Arab Emirates,site:linkedin.com/in Matthew Blom Tokinvest United Arab Emirates,site:linkedin.com/in Scott Thiel Tokinvest United Arab Emirates,https://ae.linkedin.com/in/matthew-blom-2bb277b1,,,
Vladimir Kokorin,,Tumodo,United Arab Emirates,site:linkedin.com/in Vladimir Kokorin Tumodo United Arab Emirates,,https://hk.linkedin.com/in/vladimir-kokorin-01517018,,,
Mirna Sleiman,,Fintech Galaxy,United Arab Emirates,site:linkedin.com/in Mirna Sleiman Fintech Galaxy United Arab Emirates,,https://ae.linkedin.com/in/mirna-sleiman,,,
Aayushman Dalmia,,Zoftware,United Arab Emirates,site:linkedin.com/in Aayushman Dalmia Zoftware United Arab Emirates,,https://ae.linkedin.com/in/aayushman-dalmia-45280128,,,
Den Shelestov,Rafik Singatullin,DeNet,United Arab Emirates,site:linkedin.com/in Den Shelestov DeNet United Arab Emirates,site:linkedin.com/in Rafik Singatullin DeNet United Arab Emirates,,,,
Mithil Thakore,,VELAR,United Arab Emirates,site:linkedin.com/in Mithil Thakore VELAR United Arab Emirates,,https://ae.linkedin.com/in/mithilthakore,,,
Ali Alsayegh,Sanad Yaghi,Dukkantek,United Arab Emirates,site:linkedin.com/in Ali Alsayegh Dukkantek United Arab Emirates,site:linkedin.com/in Sanad Yaghi Dukkantek United Arab Emirates,,https://ae.linkedin.com/in/sanad-y-9b054a119,,
Alex Gadalin,Rami Saad,Halo AI,United Arab Emirates,site:linkedin.com/in Alex Gadalin Halo AI United Arab Emirates,site:linkedin.com/in Rami Saad Halo AI United Arab Emirates,https://www.linkedin.com/in/alexeygadalin,,,
Rabih Sfeir,,Yuze Digital,United Arab Emirates,site:linkedin.com/in Rabih Sfeir Yuze Digital United Arab Emirates,,https://ae.linkedin.com/in/rabihsfeir,,,
Mark Nutter,,Yomly,United Arab Emirates,site:linkedin.com/in Mark Nutter Yomly United Arab Emirates,,https://au.linkedin.com/in/mark-nutter-78049729,,,
Aliya Irgaleeva,Jack Henderson,Healsgood Ai LTD,United Arab Emirates,site:linkedin.com/in Aliya Irgaleeva Healsgood Ai LTD United Arab Emirates,site:linkedin.com/in Jack Henderson Healsgood Ai LTD United Arab Emirates,,,,
Kirill Volgin,Kori Leon,Pixelverse,United Arab Emirates,site:linkedin.com/in Kirill Volgin Pixelverse United Arab Emirates,site:linkedin.com/in Kori Leon Pixelverse United Arab Emirates,https://ae.linkedin.com/in/vk0,,,
Igor Barinov,,Blockscout,United Arab Emirates,site:linkedin.com/in Igor Barinov Blockscout United Arab Emirates,,https://ae.linkedin.com/in/igorbarinov,,,
Dmitry Kachmar,,Playgama,United Arab Emirates,site:linkedin.com/in Dmitry Kachmar Playgama United Arab Emirates,,https://nl.linkedin.com/in/dmitry-kachmar-84392725,,,
Nitish Mittal,Turki Alshaikh,InvestSky,United Arab Emirates,site:linkedin.com/in Nitish Mittal InvestSky United Arab Emirates,site:linkedin.com/in Turki Alshaikh InvestSky United Arab Emirates,https://ae.linkedin.com/in/hinitish,,,
Ahmed Abaza,Galal Elbeshbishy,Synapse Analytics,United Arab Emirates,site:linkedin.com/in Ahmed Abaza Synapse Analytics United Arab Emirates,site:linkedin.com/in Galal Elbeshbishy Synapse Analytics United Arab Emirates,https://ae.linkedin.com/in/ahmed-fouad-abaza,,,
Fayze Bouaouid,Kassem Lahham,Springbox AI,United Arab Emirates,site:linkedin.com/in Fayze Bouaouid Springbox AI United Arab Emirates,site:linkedin.com/in Kassem Lahham Springbox AI United Arab Emirates,https://ae.linkedin.com/in/fayzebouaouid,,,
Noor Alasadi,,Lisan,United Arab Emirates,site:linkedin.com/in Noor Alasadi Lisan United Arab Emirates,,https://ae.linkedin.com/in/nooralasadi/ar,,,
Leonid Dovbenko,Stanislav Seleznev,Yalla!Market,United Arab Emirates,site:linkedin.com/in Leonid Dovbenko Yalla!Market United Arab Emirates,site:linkedin.com/in Stanislav Seleznev Yalla!Market United Arab Emirates,https://ae.linkedin.com/in/leodovbenko,,,
Ali Raheman,Fadi Zatara,Magpie Protocol,United Arab Emirates,site:linkedin.com/in Ali Raheman Magpie Protocol United Arab Emirates,site:linkedin.com/in Fadi Zatara Magpie Protocol United Arab Emirates,https://ae.linkedin.com/in/rahemanali,,,
Baldeep Singh,Dhananjay Choubey,Revent,United Arab Emirates,site:linkedin.com/in Baldeep Singh Revent United Arab Emirates,site:linkedin.com/in Dhananjay Choubey Revent United Arab Emirates,https://ae.linkedin.com/in/singhbaldeep,,,
Andreas Skorski,,The List,United Arab Emirates,site:linkedin.com/in Andreas Skorski The List United Arab Emirates,,https://www.linkedin.com/in/andreas-skorski,,,
Usman Saleem,,Oro Labs,United Arab Emirates,site:linkedin.com/in Usman Saleem Oro Labs United Arab Emirates,,https://ae.linkedin.com/in/usman-saleem-90230752,,,
Ali Bin Yahia,Eyad Salamin,Schoolvoice,United Arab Emirates,site:linkedin.com/in Ali Bin Yahia Schoolvoice United Arab Emirates,site:linkedin.com/in Eyad Salamin Schoolvoice United Arab Emirates,https://ae.linkedin.com/in/binyahia,,,
Bobur Murvatov,Ganjina Oripova,planet9,United Arab Emirates,site:linkedin.com/in Bobur Murvatov planet9 United Arab Emirates,site:linkedin.com/in Ganjina Oripova planet9 United Arab Emirates,https://ae.linkedin.com/in/murvatov,,,
Bunty Monani,Ishrath Hasmin,Zofeur,United Arab Emirates,site:linkedin.com/in Bunty Monani Zofeur United Arab Emirates,site:linkedin.com/in Ishrath Hasmin Zofeur United Arab Emirates,https://ae.linkedin.com/in/buntymonani,,,
Saad Bachir Al Naja,,PiP World,United Arab Emirates,site:linkedin.com/in Saad Bachir Al Naja PiP World United Arab Emirates,,https://uk.linkedin.com/in/saad-bachir-al-naja-69166756,,,
Keswin Suresh,Samer Masri,DarDoc,United Arab Emirates,site:linkedin.com/in Keswin Suresh DarDoc United Arab Emirates,site:linkedin.com/in Samer Masri DarDoc United Arab Emirates,https://ae.linkedin.com/in/keswin-suresh,,,
Manan Shah,,CyBirb,United Arab Emirates,site:linkedin.com/in Manan Shah CyBirb United Arab Emirates,,https://ae.linkedin.com/in/mananrockx,,,
Khalid Baareh,,Mealplanet,United Arab Emirates,site:linkedin.com/in Khalid Baareh Mealplanet United Arab Emirates,,https://ae.linkedin.com/in/khalid-baareh-653684105,,,
Ambareen Musa,,Souqalmal,United Arab Emirates,site:linkedin.com/in Ambareen Musa Souqalmal United Arab Emirates,,https://ae.linkedin.com/in/ambareenmusa,,,
Jason Dehni,,Credbull,United Arab Emirates,site:linkedin.com/in Jason Dehni Credbull United Arab Emirates,,https://ae.linkedin.com/in/jasondehni,,,
Karim Chouman,,Myne,United Arab Emirates,site:linkedin.com/in Karim Chouman Myne United Arab Emirates,,https://ae.linkedin.com/in/karim-chouman-998aa76,,,
Tarek Taha,,ARK,United Arab Emirates,site:linkedin.com/in Tarek Taha ARK United Arab Emirates,,https://www.linkedin.com/in/mohamad-sadaka-03898458,,,
Praveen Kiran,Simanta Das,omnispay,United Arab Emirates,site:linkedin.com/in Praveen Kiran omnispay United Arab Emirates,site:linkedin.com/in Simanta Das omnispay United Arab Emirates,https://ae.linkedin.com/in/praveenkiran,,,
Anastasiia Kim,Oleg Dashkevich,WEE marketplace,United Arab Emirates,site:linkedin.com/in Anastasiia Kim WEE marketplace United Arab Emirates,site:linkedin.com/in Oleg Dashkevich WEE marketplace United Arab Emirates,https://ae.linkedin.com/in/anastasiia-kim-36590b236,,,
Tejas Ravishankar,,Dimension,United Arab Emirates,site:linkedin.com/in Tejas Ravishankar Dimension United Arab Emirates,,https://ae.linkedin.com/in/suptejas,,,
Shubham Jhaveri,,Predictiv,United Arab Emirates,site:linkedin.com/in Shubham Jhaveri Predictiv United Arab Emirates,,https://www.linkedin.com/in/yashj05,,,
Denis Peschaskin,Denis Yurchenko,MTLAB,United Arab Emirates,site:linkedin.com/in Denis Peschaskin MTLAB United Arab Emirates,site:linkedin.com/in Denis Yurchenko MTLAB United Arab Emirates,,https://ae.linkedin.com/in/denis-yurchenko-mtlab,,
Jamie Skella,John McRae,Checkmate,United Arab Emirates,site:linkedin.com/in Jamie Skella Checkmate United Arab Emirates,site:linkedin.com/in John McRae Checkmate United Arab Emirates,,,,
Ali Amin Sattar,,SimpliFi,United Arab Emirates,site:linkedin.com/in Ali Amin Sattar SimpliFi United Arab Emirates,,https://ae.linkedin.com/in/ali-amin-sattar-172782,,,
Antoine Bruna,Marco Banfi,Repeat App,United Arab Emirates,site:linkedin.com/in Antoine Bruna Repeat App United Arab Emirates,site:linkedin.com/in Marco Banfi Repeat App United Arab Emirates,https://es.linkedin.com/in/amelieviallet/en,,,
Shubham Poddar,,Amaani,United Arab Emirates,site:linkedin.com/in Shubham Poddar Amaani United Arab Emirates,,https://ae.linkedin.com/in/shubham-poddar-96696399,,,
Kiran Sundaravarathan,Kishore Kumar Varadharajan Kannan,Ragworks AI,United Arab Emirates,site:linkedin.com/in Kiran Sundaravarathan Ragworks AI United Arab Emirates,site:linkedin.com/in Kishore Kumar Varadharajan Kannan Ragworks AI United Arab Emirates,https://ca.linkedin.com/in/kiransundaravarathan,,,
Hakan Sezikli,,DAOBase,United Arab Emirates,site:linkedin.com/in Hakan Sezikli DAOBase United Arab Emirates,,https://tr.linkedin.com/in/hakan-sezikli-68082267,,,
Anbu Kannappan,,Byzanlink,United Arab Emirates,site:linkedin.com/in Anbu Kannappan Byzanlink United Arab Emirates,,https://www.linkedin.com/in/anbukannappan/,,,
Abhay Aggarwal,,Colexion,United Arab Emirates,site:linkedin.com/in Abhay Aggarwal Colexion United Arab Emirates,,https://ae.linkedin.com/in/abhay-aggarwal-colexion,,,
Michael Ghandour,,Kema,United Arab Emirates,site:linkedin.com/in Michael Ghandour Kema United Arab Emirates,,https://ae.linkedin.com/in/michaelghandour,,,
Neel Shah,,Scoutr.ai,United Arab Emirates,site:linkedin.com/in Neel Shah Scoutr.ai United Arab Emirates,,https://ae.linkedin.com/in/neeljamieshah,,,
Audrey Nakad,Sibylle Nakad,Ostaz,United Arab Emirates,site:linkedin.com/in Audrey Nakad Ostaz United Arab Emirates,site:linkedin.com/in Sibylle Nakad Ostaz United Arab Emirates,https://ae.linkedin.com/in/audreynakad,,,
Denis Scvortov,Vitalii Ryzhak,Reelly AI - reelly.ai,United Arab Emirates,site:linkedin.com/in Denis Scvortov Reelly AI - reelly.ai United Arab Emirates,site:linkedin.com/in Vitalii Ryzhak Reelly AI - reelly.ai United Arab Emirates,https://www.linkedin.com/in/xavier-b-882934113/en,,,
Misha Hanin,,31 CONCEPT,United Arab Emirates,site:linkedin.com/in Misha Hanin 31 CONCEPT United Arab Emirates,,https://ae.linkedin.com/in/mishahanin,,,
Asim Alyy,,Disrupt-X,United Arab Emirates,site:linkedin.com/in Asim Alyy Disrupt-X United Arab Emirates,,https://ae.linkedin.com/in/asim-sajwani-a791b417b,,,
Mohammed Namara,,Namara,United Arab Emirates,site:linkedin.com/in Mohammed Namara Namara United Arab Emirates,,https://ae.linkedin.com/in/mohammed-alnamara,,,
Neel Juriasingani,Sujoy Ghosh,Datacultr,United Arab Emirates,site:linkedin.com/in Neel Juriasingani Datacultr United Arab Emirates,site:linkedin.com/in Sujoy Ghosh Datacultr United Arab Emirates,https://sg.linkedin.com/in/neelju,,,
Becky Jefferies,Yousef Albarqawi,alfii,United Arab Emirates,site:linkedin.com/in Becky Jefferies alfii United Arab Emirates,site:linkedin.com/in Yousef Albarqawi alfii United Arab Emirates,https://ae.linkedin.com/in/rebeccaljefferies,,,
Lokesh Rao,Sunil Arora,Trace Network Labs,United Arab Emirates,site:linkedin.com/in Lokesh Rao Trace Network Labs United Arab Emirates,site:linkedin.com/in Sunil Arora Trace Network Labs United Arab Emirates,https://ae.linkedin.com/in/mrraolokesh,,,
Abdullah Alajaji,Barry Judge,Houza,United Arab Emirates,site:linkedin.com/in Abdullah Alajaji Houza United Arab Emirates,site:linkedin.com/in Barry Judge Houza United Arab Emirates,,https://ae.linkedin.com/in/barryjudge,,
IQ Sayed,Jaideep Dhanoa,FENIX,United Arab Emirates,site:linkedin.com/in IQ Sayed FENIX United Arab Emirates,site:linkedin.com/in Jaideep Dhanoa FENIX United Arab Emirates,,https://www.linkedin.com/in/jaideepdhanoa,,
Georges Chouchani,,Euclid Protocol,United Arab Emirates,site:linkedin.com/in Georges Chouchani Euclid Protocol United Arab Emirates,,,,,
Adnan Haque,Mehdi Chraibi,Spades,United Arab Emirates,site:linkedin.com/in Adnan Haque Spades United Arab Emirates,site:linkedin.com/in Mehdi Chraibi Spades United Arab Emirates,https://ae.linkedin.com/in/adhaq,,,
Matthew Gaziano,Michael Askew,Belong,United Arab Emirates,site:linkedin.com/in Matthew Gaziano Belong United Arab Emirates,site:linkedin.com/in Michael Askew Belong United Arab Emirates,https://ae.linkedin.com/in/matthewgaziano,,,
Alexander Onishchenko,,INUI,United Arab Emirates,site:linkedin.com/in Alexander Onishchenko INUI United Arab Emirates,,,,,
Kathy Gong,,Oneness Labs,United Arab Emirates,site:linkedin.com/in Kathy Gong Oneness Labs United Arab Emirates,,,,,
Ali Najafian,Farouk Jivani,Zeroe,United Arab Emirates,site:linkedin.com/in Ali Najafian Zeroe United Arab Emirates,site:linkedin.com/in Farouk Jivani Zeroe United Arab Emirates,,https://ae.linkedin.com/in/faroukjivani,,
Piero Trivellato,,JADA,United Arab Emirates,site:linkedin.com/in Piero Trivellato JADA United Arab Emirates,,https://it.linkedin.com/in/piero-trivellato-65728a,,,
Juergen Hoebarth,,Coral,United Arab Emirates,site:linkedin.com/in Juergen Hoebarth Coral United Arab Emirates,,https://ae.linkedin.com/in/juergenhoebarth,,,
Mandeep Singh,Milind Singh,Xare,United Arab Emirates,site:linkedin.com/in Mandeep Singh Xare United Arab Emirates,site:linkedin.com/in Milind Singh Xare United Arab Emirates,https://www.linkedin.com/in/mandeep-singh-m-d-6a9ba61b,,,
Victor Tumasov,,Nümi,United Arab Emirates,site:linkedin.com/in Victor Tumasov Nümi United Arab Emirates,,,,,
Dhruv Panchal,,Neurolov,United Arab Emirates,site:linkedin.com/in Dhruv Panchal Neurolov United Arab Emirates,,https://in.linkedin.com/in/dhruv-panchal-48617a1ba,,,
Tamer A Wali,,selfologi,United Arab Emirates,site:linkedin.com/in Tamer A Wali selfologi United Arab Emirates,,https://ae.linkedin.com/in/tamer-a-wali-11a169a,,,
Ajit Syam,Darshana Babu,AUTOTEK,United Arab Emirates,site:linkedin.com/in Ajit Syam AUTOTEK United Arab Emirates,site:linkedin.com/in Darshana Babu AUTOTEK United Arab Emirates,,https://ae.linkedin.com/in/darshana-babu-fcca-a19b8570,,
Amit Bansal,Anurag Pandey,CoinCRED Global,United Arab Emirates,site:linkedin.com/in Amit Bansal CoinCRED Global United Arab Emirates,site:linkedin.com/in Anurag Pandey CoinCRED Global United Arab Emirates,,,,
Mustafa Rahman,Salmaan Mohammed,Platable,United Arab Emirates,site:linkedin.com/in Mustafa Rahman Platable United Arab Emirates,site:linkedin.com/in Salmaan Mohammed Platable United Arab Emirates,https://au.linkedin.com/in/dr-faizan-azam-238a501aa,,,
Raja Al-Khatib,,Bazaars,United Arab Emirates,site:linkedin.com/in Raja Al-Khatib Bazaars United Arab Emirates,,https://ae.linkedin.com/in/hatem-al-khatib-80521418,,,
Anser Latheef,Chirenj Chandran,MySyara,United Arab Emirates,site:linkedin.com/in Anser Latheef MySyara United Arab Emirates,site:linkedin.com/in Chirenj Chandran MySyara United Arab Emirates,https://ae.linkedin.com/in/anser-latheef,,,
Christian Azar,Karim Helal,ProTenders,United Arab Emirates,site:linkedin.com/in Christian Azar ProTenders United Arab Emirates,site:linkedin.com/in Karim Helal ProTenders United Arab Emirates,https://lb.linkedin.com/in/azarchristian,,,
Abdul Kader Saadi,,Eighty6,United Arab Emirates,site:linkedin.com/in Abdul Kader Saadi Eighty6 United Arab Emirates,,https://ae.linkedin.com/in/abdul-kader-saadi,,,
Diana Deca,,Neurobotx,United Arab Emirates,site:linkedin.com/in Diana Deca Neurobotx United Arab Emirates,,,,,
Asif Keshodia,Haider Badat,zip24,United Arab Emirates,site:linkedin.com/in Asif Keshodia zip24 United Arab Emirates,site:linkedin.com/in Haider Badat zip24 United Arab Emirates,https://ae.linkedin.com/in/asif-keshodia-5261657,,,
Fareed Aljawhari,,Micropolis Robotics,United Arab Emirates,site:linkedin.com/in Fareed Aljawhari Micropolis Robotics United Arab Emirates,,https://ae.linkedin.com/in/fareed-aljawhari-1061a821,,,
Remy de Klein,Wesley Pabis,Augmento.com,United Arab Emirates,site:linkedin.com/in Remy de Klein Augmento.com United Arab Emirates,site:linkedin.com/in Wesley Pabis Augmento.com United Arab Emirates,,,,
Mussaad Al-Razouki,Sophie Smith,Nabta Health,United Arab Emirates,site:linkedin.com/in Mussaad Al-Razouki Nabta Health United Arab Emirates,site:linkedin.com/in Sophie Smith Nabta Health United Arab Emirates,https://www.linkedin.com/in/razouki,,,
Aaisha Mathews,Jazeer Jamal,GrowValley,United Arab Emirates,site:linkedin.com/in Aaisha Mathews GrowValley United Arab Emirates,site:linkedin.com/in Jazeer Jamal GrowValley United Arab Emirates,https://ae.linkedin.com/in/aaishamathews,,,
Cesar Zurita,Farshid Rahimkhani,Turpal,United Arab Emirates,site:linkedin.com/in Cesar Zurita Turpal United Arab Emirates,site:linkedin.com/in Farshid Rahimkhani Turpal United Arab Emirates,https://ae.linkedin.com/in/zuritacesar,,,
Oliver Baillie,,Plain Tiger,United Arab Emirates,site:linkedin.com/in Oliver Baillie Plain Tiger United Arab Emirates,,https://ae.linkedin.com/in/oliver-baillie,,,
Hamid Fathalian,,INFINITE8,United Arab Emirates,site:linkedin.com/in Hamid Fathalian INFINITE8 United Arab Emirates,,https://ae.linkedin.com/in/h-fathalian,,,
Andrei Sviridenko,,Behomes,United Arab Emirates,site:linkedin.com/in Andrei Sviridenko Behomes United Arab Emirates,,https://ae.linkedin.com/in/andre-sviridenko-a1994719b/en,,,
Alex Setiawan,Baskoro Hadi,Project SEED,United Arab Emirates,site:linkedin.com/in Alex Setiawan Project SEED United Arab Emirates,site:linkedin.com/in Baskoro Hadi Project SEED United Arab Emirates,https://au.linkedin.com/in/zackfong,,,
Charlie Barlow,Stephanie Mascarenhas,Health at Hand,United Arab Emirates,site:linkedin.com/in Charlie Barlow Health at Hand United Arab Emirates,site:linkedin.com/in Stephanie Mascarenhas Health at Hand United Arab Emirates,https://uk.linkedin.com/in/charlie-barlow,,,
Chehir Dhaouadi,Haithem Kchaou,Clusterlab,United Arab Emirates,site:linkedin.com/in Chehir Dhaouadi Clusterlab United Arab Emirates,site:linkedin.com/in Haithem Kchaou Clusterlab United Arab Emirates,https://ae.linkedin.com/in/chehirdhawedi,,,
Iman J Khan,Prem Nair,Huntr,United Arab Emirates,site:linkedin.com/in Iman J Khan Huntr United Arab Emirates,site:linkedin.com/in Prem Nair Huntr United Arab Emirates,https://ae.linkedin.com/in/shefeer-khan-29156210a,,,
Mark Reed,Nimit Solanki,estaie,United Arab Emirates,site:linkedin.com/in Mark Reed estaie United Arab Emirates,site:linkedin.com/in Nimit Solanki estaie United Arab Emirates,https://ae.linkedin.com/in/mark-reed-travel1,,,
Tural Karimli,,AlemX,United Arab Emirates,site:linkedin.com/in Tural Karimli AlemX United Arab Emirates,,https://ae.linkedin.com/in/turalkerimli,,,
Claudia Ribas,Ines Mena,QIDZ LLC,United Arab Emirates,site:linkedin.com/in Claudia Ribas QIDZ LLC United Arab Emirates,site:linkedin.com/in Ines Mena QIDZ LLC United Arab Emirates,,,,
Derrick Ashong,Esteban Robles Luna,TBTM,United Arab Emirates,site:linkedin.com/in Derrick Ashong TBTM United Arab Emirates,site:linkedin.com/in Esteban Robles Luna TBTM United Arab Emirates,,,,
Zarir Saifuddin,,BuyAnyAutoPart,United Arab Emirates,site:linkedin.com/in Zarir Saifuddin BuyAnyAutoPart United Arab Emirates,,https://ae.linkedin.com/in/zarir-saifuddin-94ba6b13,,,
Deepak Sekar,Dhanush Arjun,eFunder.ai,United Arab Emirates,site:linkedin.com/in Deepak Sekar eFunder.ai United Arab Emirates,site:linkedin.com/in Dhanush Arjun eFunder.ai United Arab Emirates,https://ae.linkedin.com/in/deepak-sekar-35bb95a,,,
Murtaza Khursheed Hussain,Zaid Kidwai,STRABL,United Arab Emirates,site:linkedin.com/in Murtaza Khursheed Hussain STRABL United Arab Emirates,site:linkedin.com/in Zaid Kidwai STRABL United Arab Emirates,https://www.linkedin.com/in/murtazakhussain,,,
A R Sh,,Graphenizer,United Arab Emirates,site:linkedin.com/in A R Sh Graphenizer United Arab Emirates,,,,,
Daniil Avshalumov,,uBest,United Arab Emirates,site:linkedin.com/in Daniil Avshalumov uBest United Arab Emirates,,https://ae.linkedin.com/in/daniel-avshalumov,,,
Charles Adenuoye,Victor Ogunshina,BitSport,United Arab Emirates,site:linkedin.com/in Charles Adenuoye BitSport United Arab Emirates,site:linkedin.com/in Victor Ogunshina BitSport United Arab Emirates,https://ae.linkedin.com/in/infocits,,,
Constantin Catalin Dascalu,,The Luxury,United Arab Emirates,site:linkedin.com/in Constantin Catalin Dascalu The Luxury United Arab Emirates,,,,,
Mohamad Absi Halabi,,swftbox,United Arab Emirates,site:linkedin.com/in Mohamad Absi Halabi swftbox United Arab Emirates,,https://ae.linkedin.com/in/halabimohammad,,,
Muhammed Shabreen,,Actualize,United Arab Emirates,site:linkedin.com/in Muhammed Shabreen Actualize United Arab Emirates,,https://www.linkedin.com/in/shabreen,,,
Emad Yehya,Hadi Halabi,Stryde,United Arab Emirates,site:linkedin.com/in Emad Yehya Stryde United Arab Emirates,site:linkedin.com/in Hadi Halabi Stryde United Arab Emirates,https://uk.linkedin.com/in/emadyehya,,,
Ahmed Hegazy,Tarek Hegazy,Opteam,United Arab Emirates,site:linkedin.com/in Ahmed Hegazy Opteam United Arab Emirates,site:linkedin.com/in Tarek Hegazy Opteam United Arab Emirates,https://ae.linkedin.com/in/ahmedhegazy1,,,
Laura Tristram,Mark Beedles,Lumii.me,United Arab Emirates,site:linkedin.com/in Laura Tristram Lumii.me United Arab Emirates,site:linkedin.com/in Mark Beedles Lumii.me United Arab Emirates,https://uk.linkedin.com/in/laura-tristram-78045220b,,,
Abuthahir kamalbatcha,Suban Mohamed Gouse Saleem,Digival IT Solutions,United Arab Emirates,site:linkedin.com/in Abuthahir kamalbatcha Digival IT Solutions United Arab Emirates,site:linkedin.com/in Suban Mohamed Gouse Saleem Digival IT Solutions United Arab Emirates,,https://www.linkedin.com/in/suban-mohammed-gouse-saleem-6645ba40/,,
Marc Lemmens,Rupert Tait,Procurified,United Arab Emirates,site:linkedin.com/in Marc Lemmens Procurified United Arab Emirates,site:linkedin.com/in Rupert Tait Procurified United Arab Emirates,https://ae.linkedin.com/in/marc-lemmens-0b29b952,,,
